Roll No,Rank,Original_Category,Original_Category_Normalized,Assigned,Assigned_Post,Assigned_Category,Assigned_SubCategory,Assigned_Against
1113209,387,"BC,RG","OBC,RG",True,POST-17,UR,GE,UR
1110083,388,"GE,WE","GE,WE",True,POST-17,UR,GE,UR
1100857,389,BC,OBC,True,POST-17,UR,GE,UR
1115369,390,"EWS,NG,RG","EWS,NG,RG",True,POST-12,EWS,GE,Vertical
1115791,391,EWS,EWS,True,POST-12,EWS,GE,Vertical
1109509,392,SC,SC,True,POST-2,SC,GE,Vertical
1115259,393,BC,OBC,True,POST-17,UR,GE,UR
1112942,394,"BC,NG,RG","OBC,NG,RG",True,POST-17,UR,GE,UR
1107853,395,ST,ST,True,POST-3,ST,GE,Vertical
1101209,396,BC,OBC,True,POST-17,UR,GE,UR
1106872,397,EWS,EWS,True,POST-12,EWS,GE,Vertical
1104387,398,BC,OBC,True,POST-17,UR,GE,UR
1110926,399,BC,OBC,True,POST-17,UR,GE,UR
1104898,400,BC,OBC,True,POST-17,UR,GE,UR
1105886,401,"BC,WE","OBC,WE",True,POST-17,UR,GE,UR
1109074,402,"BC,WE","OBC,WE",True,POST-17,UR,GE,UR
1100322,403,BC,OBC,True,POST-17,UR,GE,UR
1107693,404,MB,MBC,True,POST-6,MBC,GE,Vertical
1101296,405,"BC,WE,RG","OBC,WE,RG",True,POST-17,UR,GE,UR
1104879,406,"EWS,NG,RG","EWS,NG,RG",True,POST-17,UR,GE,UR
1107147,407,BC,OBC,True,POST-17,UR,GE,UR
1111560,408,"GE,WE,DC,ME,NG","GE,WE,DC,ME,NG",True,POST-17,UR,GE,UR
1111185,409,"BC,WE,ME,NG,RG","OBC,WE,ME,NG,RG",True,POST-17,UR,GE,UR
1117928,410,"EWS,RG","EWS,RG",True,POST-17,UR,GE,UR
1103489,411,BC,OBC,True,POST-17,UR,GE,UR
1109289,412,"GE,WE","GE,WE",True,POST-17,UR,GE,UR
1111526,413,"BC,WE","OBC,WE",True,POST-17,UR,GE,UR
1103889,414,"SC,RG","SC,RG",True,POST-2,SC,GE,Vertical
1101670,415,GE,GE,True,POST-17,UR,GE,UR
1106513,416,BC,OBC,True,POST-17,UR,GE,UR
1100671,417,"BC,NG","OBC,NG",True,POST-17,UR,GE,UR
1117070,418,GE,GE,True,POST-17,UR,GE,UR
1117019,419,BC,OBC,True,POST-17,UR,GE,UR
1108320,420,"EWS,WE","EWS,WE",True,POST-9,EWS,"GE, WE",Vertical
1107816,421,BC,OBC,True,POST-17,UR,GE,UR
1111095,422,"BC,WE,RG","OBC,WE,RG",True,POST-17,UR,GE,UR
1104627,423,BC,OBC,True,POST-17,OBC,GE,Vertical
1101083,424,"BC,RG","OBC,RG",True,POST-17,OBC,GE,Vertical
1106749,425,"EWS,RG","EWS,RG",True,POST-17,EWS,GE,Vertical
1106210,426,GE,GE,True,POST-19,UR,GE,UR
1106913,427,ST,ST,True,POST-3,ST,GE,Vertical
1100935,428,"MB,WE","MBC,WE",True,POST-3,MBC,"GE, WE",Vertical
1112681,429,"MB,RG","MBC,RG",True,POST-7,MBC,GE,Vertical
1100981,430,"BC,RG","OBC,RG",True,POST-17,OBC,GE,Vertical
1108345,431,"GE,WE","GE,WE",True,POST-17,UR,"GE, WE",UR
1109433,432,"EWS,WE,RG","EWS,WE,RG",True,POST-9,EWS,"GE, WE",Vertical
1100328,433,"BC,NG,RG","OBC,NG,RG",True,POST-17,OBC,GE,Vertical
1113319,434,BC,OBC,True,POST-17,OBC,GE,Vertical
1104357,435,"GE,RG","GE,RG",True,POST-19,UR,GE,UR
1106049,436,"BC,NG,RG","OBC,NG,RG",True,POST-17,OBC,GE,Vertical
1118941,437,GE,GE,True,POST-19,UR,GE,UR
1113031,438,"EWS,RG","EWS,RG",True,POST-17,EWS,GE,Vertical
1118371,439,BC,OBC,True,POST-17,OBC,GE,Vertical
1114603,440,GE,GE,True,POST-19,UR,GE,UR
1100195,441,"EWS,WE","EWS,WE",True,POST-12,EWS,"GE, WE",Vertical
1120298,442,BC,OBC,True,POST-17,OBC,GE,Vertical
1118764,443,"GE,WE","GE,WE",True,POST-17,UR,"GE, WE",UR
1116466,444,BC,OBC,True,POST-17,OBC,GE,Vertical
1116379,445,"EWS,NG,RG","EWS,NG,RG",True,POST-17,EWS,GE,Vertical
1114788,446,"BC,RG","OBC,RG",True,POST-17,OBC,GE,Vertical
1118787,447,"GE,WE,RG","GE,WE,RG",True,POST-17,UR,"GE, WE",UR
1109779,448,"GE,RG","GE,RG",True,POST-19,UR,GE,UR
1108576,449,"BC,WE,DV","OBC,WE,DV",True,POST-2,UR,DV,UR
1111269,450,BC,OBC,True,POST-17,OBC,GE,Vertical
1102277,451,BC,OBC,True,POST-17,OBC,GE,Vertical
1117821,452,GE,GE,True,POST-19,UR,GE,UR
1101430,453,GE,GE,True,POST-19,UR,GE,UR
1115321,454,BC,OBC,True,POST-17,OBC,GE,Vertical
1112370,455,BC,OBC,True,POST-17,OBC,GE,Vertical
1101213,456,"BC,WE,NG,RG","OBC,WE,NG,RG",True,POST-17,UR,"GE, WE",UR
1102192,457,"BC,WE,RG","OBC,WE,RG",True,POST-17,UR,"GE, WE",UR
1115174,458,GE,GE,True,POST-19,UR,GE,UR
1110106,459,"EWS,RG","EWS,RG",True,POST-17,EWS,GE,Vertical
1103488,460,BC,OBC,True,POST-17,OBC,GE,Vertical
1100276,461,"GE,WE","GE,WE",True,POST-17,UR,"GE, WE",UR
1116938,462,"GE,WE","GE,WE",True,POST-17,UR,"GE, WE",UR
1108727,463,"GE,RG","GE,RG",True,POST-19,UR,GE,UR
1102253,464,EWS,EWS,True,POST-17,EWS,GE,Vertical
1103340,465,"BC,WE","OBC,WE",True,POST-17,UR,"GE, WE",UR
1103586,466,"GE,RG","GE,RG",True,POST-19,UR,GE,UR
1114879,467,BC,OBC,True,POST-17,OBC,GE,Vertical
1103569,468,BC,OBC,True,POST-17,OBC,GE,Vertical
1105662,469,"BC,WE","OBC,WE",True,POST-17,UR,"GE, WE",UR
1118078,470,BC,OBC,True,POST-17,OBC,GE,Vertical
1100048,471,"EWS,NG,RG","EWS,NG,RG",True,POST-17,EWS,GE,Vertical
1101663,472,BC,OBC,True,POST-17,OBC,GE,Vertical
1103019,473,EWS,EWS,True,POST-17,EWS,GE,Vertical
1116098,474,BC,OBC,True,POST-17,OBC,GE,Vertical
1106297,475,"BC,RG","OBC,RG",True,POST-19,UR,GE,UR
1106274,476,"BC,WE","OBC,WE",True,POST-17,UR,"GE, WE",UR
1101345,477,"BC,WE","OBC,WE",True,POST-17,UR,"GE, WE",UR
1113359,478,MB,MBC,True,POST-8,MBC,GE,Vertical
1108658,479,BC,OBC,True,POST-19,UR,GE,UR
1119873,480,"MB,RG,TSP-UR","MBC,RG,TSP-UR",True,POST-9,MBC,GE,Vertical
1101953,481,"BC,NG,RG","OBC,NG,RG",True,POST-19,UR,GE,UR
1101851,482,BC,OBC,True,POST-19,UR,GE,UR
1101533,483,BC,OBC,True,POST-19,UR,GE,UR
1110806,484,EWS,EWS,True,POST-17,EWS,GE,Vertical
1101101,485,"BC,ME,RG","OBC,ME,RG",True,POST-19,UR,GE,UR
1113688,486,BC,OBC,True,POST-19,UR,GE,UR
1109025,487,SC,SC,True,POST-2,SC,GE,Vertical
1100736,488,GE,GE,True,POST-19,UR,GE,UR
1101643,489,"GE,EX","GE,EX",True,POST-4,UR,EX,UR
1108403,490,EWS,EWS,True,POST-17,EWS,GE,Vertical
1102111,491,"BC,ME,RG","OBC,ME,RG",True,POST-19,UR,GE,UR
1105270,492,"GE,WE","GE,WE",True,POST-17,UR,"GE, WE",UR
1110631,493,GE,GE,True,POST-19,UR,GE,UR
1104653,494,"BC,RG","OBC,RG",True,POST-19,UR,GE,UR
1105752,495,"EWS,RG","EWS,RG",True,POST-17,EWS,GE,Vertical
1114701,496,"GE,NG,RG","GE,NG,RG",True,POST-19,UR,GE,UR
1104596,497,GE,GE,True,POST-19,UR,GE,UR
1118937,498,GE,GE,True,POST-19,UR,GE,UR
1105126,499,GE,GE,True,POST-19,UR,GE,UR
1100529,500,"GE,WE,RG","GE,WE,RG",True,POST-17,UR,"GE, WE",UR
1112361,501,"BC,WE","OBC,WE",True,POST-17,UR,"GE, WE",UR
1100374,502,BC,OBC,True,POST-19,UR,GE,UR
1107238,503,BC,OBC,True,POST-19,OBC,GE,Vertical
1108463,504,ST,ST,True,POST-3,ST,GE,Vertical
1117205,505,EWS,EWS,True,POST-17,EWS,GE,Vertical
1104441,506,GE,GE,True,POST-21,UR,GE,UR
1100740,507,BC,OBC,True,POST-19,OBC,GE,Vertical
1113080,508,"BC,ME,RG","OBC,ME,RG",True,POST-19,OBC,GE,Vertical
1101923,509,EWS,EWS,True,POST-17,EWS,GE,Vertical
1108387,510,"GE,WE","GE,WE",True,POST-17,UR,"GE, WE",UR
1106887,511,"BC,WE","OBC,WE",True,POST-17,UR,"GE, WE",UR
1115142,512,"BC,RG","OBC,RG",True,POST-19,OBC,GE,Vertical
1100074,513,BC,OBC,True,POST-19,OBC,GE,Vertical
1100236,514,EWS,EWS,True,POST-17,EWS,GE,Vertical
1112585,515,GE,GE,True,POST-22,UR,GE,UR
1100986,516,SC,SC,True,POST-2,SC,GE,Vertical
1106603,517,"GE,NG,RG","GE,NG,RG",True,POST-22,UR,GE,UR
1102560,518,"BC,RG","OBC,RG",True,POST-19,OBC,GE,Vertical
1112371,519,"BC,WE","OBC,WE",True,POST-17,UR,"GE, WE",UR
1100219,520,"GE,WE","GE,WE",True,POST-17,UR,"GE, WE",UR
1107441,521,GE,GE,True,POST-23,UR,GE,UR
1115937,522,"GE,WE","GE,WE",True,POST-19,UR,"GE, WE",UR
1104867,523,BC,OBC,True,POST-19,OBC,GE,Vertical
1111073,524,"BC,RG","OBC,RG",True,POST-19,OBC,GE,Vertical
1119274,525,"GE,WE","GE,WE",True,POST-19,UR,"GE, WE",UR
1101646,526,BC,OBC,True,POST-19,OBC,GE,Vertical
1108429,527,BC,OBC,True,POST-19,OBC,GE,Vertical
1107351,528,"BC,WE","OBC,WE",True,POST-17,OBC,"GE, WE",Vertical
1101629,529,MB,MBC,True,POST-9,MBC,GE,Vertical
1113069,530,BC,OBC,True,POST-19,OBC,GE,Vertical
1110957,531,ST,ST,True,POST-3,ST,GE,Vertical
1119335,532,GE,GE,True,POST-23,UR,GE,UR
1114502,533,BC,OBC,True,POST-19,OBC,GE,Vertical
1119783,534,"GE,NG,RG","GE,NG,RG",True,POST-23,UR,GE,UR
1106870,535,GE,GE,True,POST-25,UR,GE,UR
1107741,536,"BC,WE","OBC,WE",True,POST-17,OBC,"GE, WE",Vertical
1101170,537,"GE,WE","GE,WE",True,POST-19,UR,"GE, WE",UR
1120071,538,BC,OBC,True,POST-19,OBC,GE,Vertical
1109157,539,GE,GE,True,POST-25,UR,GE,UR
1110161,540,EWS,EWS,True,POST-17,EWS,GE,Vertical
1101334,541,BC,OBC,True,POST-19,OBC,GE,Vertical
1100562,542,"SC,WE","SC,WE",True,POST-2,SC,"GE, WE",Vertical
1100211,543,"SC,WE,ME,RG","SC,WE,ME,RG",True,POST-2,SC,"GE, WE",Vertical
1113851,544,BC,OBC,True,POST-19,OBC,GE,Vertical
1111346,545,BC,OBC,True,POST-19,OBC,GE,Vertical
1105763,546,"BC,WE","OBC,WE",True,POST-17,OBC,"GE, WE",Vertical
1116862,547,BC,OBC,True,POST-21,OBC,GE,Vertical
1116258,548,"BC,WE","OBC,WE",True,POST-17,OBC,"GE, WE",Vertical
1103303,549,BC,OBC,True,POST-22,OBC,GE,Vertical
